#['main.py', '--data-set=alsomitra', '--epochs=100', '--batch-size=64', '--lr=1e-3', '--save-onnx', '--oracle-steps=50', '--oracle-restarts=80', "--input-region=AlsomitraInputRegion(y='(-2 - x, 2 - x)')", '--output-constraint=LipschitzRobustness(L=0.3)', '--logic=GD', '--experiment-name=LipschitzRobustness']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss,Test-P-Metric,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41328921914100647,0.0,0.0,0.007714514620602131,1.0,1.0,0.0,3.2519309520721436
1,0.2708317968580458,0.0,0.0,1.0087090730667114,0.9912908673286438,0.0061730386482344735,1.0,1.0,0.17702263593673706,0.0,0.0,0.0050488910637795925,1.0,1.0,30.055962085723877,3.3240249156951904
2,0.12293525536855061,0.0,0.0,1.0157164335250854,0.9842836260795593,0.0041771626306904685,1.0,1.0,0.10286818444728851,0.0,0.0,0.0038487715646624565,1.0,1.0,30.107157707214355,3.327436923980713
3,0.10869624879625109,0.0,0.00015698176705174975,1.0188595056533813,0.9811404347419739,0.003939381904072232,1.0,0.9895833333333334,0.09813646972179413,0.0,0.00010675005614757538,0.0037592118605971336,1.0,0.984375,30.104125499725342,3.3746769428253174
4,0.0970981584654914,0.0,2.6643690135743884e-05,1.0189268589019775,0.9810732007026672,0.003725898348622852,1.0,0.9965277777777778,0.08616150915622711,0.0,0.0,0.003522396320477128,1.0,1.0,30.325522899627686,3.3653957843780518
5,0.08592287699381511,0.0,0.0,1.0203347206115723,0.9796653985977173,0.003513642069366243,1.0,1.0,0.07993372529745102,0.0,0.0,0.0033927091863006353,1.0,1.0,30.409835815429688,3.3273332118988037
6,0.07787566052542792,0.0,0.00011494393563932843,1.0222262144088745,0.9777737855911255,0.0033418995638688407,1.0,0.9965277777777778,0.06919829547405243,0.0,0.0,0.0031566706020385027,1.0,1.0,30.311606884002686,3.3776888847351074
7,0.06858955489264594,0.0,0.0020857531991269854,1.0226852893829346,0.9773145914077759,0.0031390562653541565,1.0,0.953125,0.06115163117647171,0.0,0.0040067145600914955,0.0029674649704247713,1.0,0.9375,25.599013566970825,2.775123119354248
8,0.06342102421654595,0.0,0.0020071930355495876,1.0213782787322998,0.978621780872345,0.0030136056658294466,1.0,0.9548611111111112,0.05722649022936821,0.0,0.0007658051326870918,0.0028706493321806192,1.0,0.96875,24.986335277557373,2.7748398780822754
9,0.05788018306096395,1.8281862139701843e-06,0.0021721948352124956,1.0192949771881104,0.9807050824165344,0.0028764361308680642,0.9982638888888888,0.9427083333333334,0.05275119096040726,0.0,0.0020863935351371765,0.0027561173774302006,1.0,0.921875,25.072669506072998,3.4726998805999756
10,0.05591042174233331,0.0,0.0010563666000962257,1.0165208578109741,0.9834791421890259,0.0028327804886632496,1.0,0.9618055555555556,0.04909578338265419,0.0,0.003519730642437935,0.0026589103508740664,1.0,0.875,30.55639672279358,3.300677537918091
11,0.05500027537345886,0.0,0.0019980486896302965,1.0136321783065796,0.98636794090271,0.0028056701024373374,1.0,0.9322916666666666,0.04828649386763573,0.0,0.0,0.0026369045954197645,1.0,1.0,29.933136701583862,3.3440744876861572
12,0.053848057985305786,3.122310671541426e-06,0.00013962512214978537,1.012733817100525,0.9872660040855408,0.002769927183787028,0.9982638888888888,0.9947916666666666,0.045447565615177155,0.0,0.0010291291400790215,0.002558214357122779,1.0,0.9375,29.829416751861572,3.413329839706421
13,0.04943172136942545,2.5337768925560846e-05,0.0016282182186841965,1.0112696886062622,0.9887303113937378,0.0026568292329708734,0.9982638888888888,0.9392361111111112,0.04387902095913887,0.0,3.6990270018577576e-05,0.002513680374249816,1.0,0.984375,30.160144329071045,3.422219753265381
14,0.04797807666990492,0.0,0.0006509851664304733,1.0098038911819458,0.9901959896087646,0.002628013698591126,1.0,0.9826388888888888,0.0426921471953392,0.0,0.0015137260779738426,0.0024794512428343296,1.0,0.953125,29.755983591079712,3.2742960453033447
